search_term,npi,org_name,taxonomy,address,city,state,zip,system
Montefiore,1467618355,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",2115 STARLING AVE,BRONX,NY,10462,Montefiore
Montefiore,1154005486,MONTEFIORE MEDICAL CENTER,Occupational Therapist,115 MAIN ST,TUCKAHOE,NY,10707,Montefiore
Montefiore,1871834705,MONTEFIORE MEDICAL CENTER,Clinic/Center,2475 SAINT RAYMONDS AVE,BRONX,NY,10461,Montefiore
Montefiore,1548490766,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",1521 JARRETT PL,BRONX,NY,10461,Montefiore
Montefiore,1386130250,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",1180 TINTON AVE,BRONX,NY,10456,Montefiore
Montefiore,1770739179,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",3750 BAYCHESTER AVE,BRONX,NY,10466,Montefiore
Montefiore,1245744895,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",502 MORRIS AVE,BRONX,NY,10451,Montefiore
Montefiore,1114168218,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Primary Care",3101 E TREMONT AVE,BRONX,NY,10461,Montefiore
Montefiore,1245496165,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Primary Care",33 W MAIN ST,ELMSFORD,NY,10523,Montefiore
Montefiore,1780878405,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Primary Care",853 LONGWOOD AVE,BRONX,NY,10459,Montefiore
Montefiore,1235401241,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,334 E 148TH ST,BRONX,NY,10451,Montefiore
Montefiore,1639309982,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",1754 RANDALL AVENUE,BRONX,NY,10473,Montefiore
Montefiore,1023202793,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Primary Care",3411 WAYNE AVENUE,BRONX,NY,10467,Montefiore
Montefiore,1225396831,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,23 VAN ETTEN BLVD,NEW ROCHELLE,NY,10804,Montefiore
Montefiore,1881930832,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Oncology",1578 WILLIAMSBRIDGE RD,BRONX,NY,10461,Montefiore
Montefiore,1093230732,MONTEFIORE MEDICAL CENTER,Clinic/Center,688 WHITE PLAINS RD STE 222,SCARSDALE,NY,10583,Montefiore
Montefiore,1942648555,MONTEFIORE MEDICAL CENTER,Clinic/Center,3481 E TREMONT AVE,BRONX,NY,10465,Montefiore
Montefiore,1619453065,MONTEFIORE MEDICAL CENTER,Internal Medicine,3481 E TREMONT AVE,BRONX,NY,10465,Montefiore
Montefiore,1063525152,MONTEFIORE MEDICAL CENTER,Anesthesiology,111 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1255131736,MONTEFIORE MEDICAL CENTER,Physical Therapist,178 CLIZBE AVE,AMSTERDAM,NY,12010,Montefiore
Montefiore,1811797392,MONTEFIORE MEDICAL CENTER,Physical Therapist,1508 ROUTE 9W STE 1,MARLBORO,NY,12542,Montefiore
Montefiore,1982594222,MONTEFIORE MEDICAL CENTER,Physical Therapist,337 JERUSALEM AVE,HICKSVILLE,NY,11801,Montefiore
Montefiore,1033270640,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Community Health",871 PROSPECT AVE,BRONX,NY,10459,Montefiore
Montefiore,1154299287,MONTEFIORE MEDICAL CENTER,Physical Therapist,503 5TH AVE STE 5B,BROOKLYN,NY,11215,Montefiore
Montefiore,1053271460,MONTEFIORE MEDICAL CENTER,Physical Therapist,312 E 204TH ST,BRONX,NY,10467,Montefiore
Montefiore,1588524995,MONTEFIORE MEDICAL CENTER,Physical Therapist,1222 HOPEWELL AVE,FISHKILL,NY,12524,Montefiore
Montefiore,1386512481,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Mental Health (Including Community Mental Health Center)",1011 WASHINGTON AVE,BRONX,NY,10456,Montefiore
Montefiore,1669335287,MONTEFIORE MEDICAL CENTER,Physical Therapist,16 MAYBROOK RD,CAMPBELL HALL,NY,10916,Montefiore
Montefiore,1447100078,MONTEFIORE MEDICAL CENTER,Physical Therapist,8417 5TH AVE,BROOKLYN,NY,11209,Montefiore
Montefiore,1447316906,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,111 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1073708392,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,111 EAST 210TH STREET,BRONX,NY,10467,Montefiore
Montefiore,1174967046,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,1300 MORRIS PARK AVE,BRONX,NY,10461,Montefiore
Montefiore,1386009256,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Health Services","MONTEFIORE MEDICAL CENTER, 3400 BAINBRIDGE AVE",BRONX,NY,10467,Montefiore
Montefiore,1275928863,MONTEFIORE MEDICAL CENTER,"General Acute Care Hospital, Women",1621 EASTCHESTER RD,BRONX,NY,10461,Montefiore
Montefiore,1639635535,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",1619 BOSTON RD,BRONX,NY,10460,Montefiore
Montefiore,1780358804,MONTEFIORE MEDICAL CENTER,"Internal Medicine, Cardiovascular Disease",2426 EASTCHESTER RD,BRONX,NY,10469,Montefiore
Montefiore,1881365989,MONTEFIORE MEDICAL CENTER,Physical Therapist,327 ROUTE 59 STE 1,AIRMONT,NY,10952,Montefiore
Montefiore,1477224566,MONTEFIORE MEDICAL CENTER,Physical Therapist,160 E 56TH ST FRNT 1,NEW YORK,NY,10022,Montefiore
Montefiore,1124799218,MONTEFIORE MEDICAL CENTER,Physical Therapist,672 PARKSIDE AVE FL 4,BROOKLYN,NY,11226,Montefiore
Montefiore,1518629054,MONTEFIORE MEDICAL CENTER,Physical Therapist,136 E 57TH ST,NEW YORK,NY,10022,Montefiore
Montefiore,1629365580,MONTEFIORE MEDICAL CENTER,Chronic Disease Hospital,1512 LIBRARY AVE,BRONX,NY,10465,Montefiore
Montefiore,1154614253,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,3331 BAINBRIDGE AVE,BRONX,NY,10467,Montefiore
Montefiore,1942588660,MONTEFIORE MEDICAL CENTER,Special Hospital,197 VALENTINE LN # 1F,YONKERS,NY,10705,Montefiore
Montefiore,1083975940,MONTEFIORE MEDICAL CENTER,Clinical Medical Laboratory,111 E 210TH ST FL 4,BRONX,NY,10467,Montefiore
Montefiore,1548499072,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",1663 ROUTE 22,BREWSTER,NY,10509,Montefiore
Montefiore,1336485382,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Oncology",75 E GUN HILL RD,BRONX,NY,10467,Montefiore
Montefiore,1558598300,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",3329 BAINBRIDGE AVE,BRONX,NY,10467,Montefiore
Montefiore,1316301294,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Methadone Clinic",2058 JEROME AVE,BRONX,NY,10453,Montefiore
Montefiore,1568262038,MONTEFIORE MEDICAL CENTER,Physical Therapist,280 ROUTE 299 STE 1,HIGHLAND,NY,12528,Montefiore
Montefiore,1275333759,MONTEFIORE MEDICAL CENTER,Physical Therapist,83 N CHESTNUT ST STE 1,NEW PALTZ,NY,12561,Montefiore
Montefiore,1942012851,MONTEFIORE MEDICAL CENTER,Physical Therapist,14 THIELLS MOUNT IVY RD STE 2,POMONA,NY,10970,Montefiore
Montefiore,1851103766,MONTEFIORE MEDICAL CENTER,Physical Therapist,18 WEST RD STE 9,PLEASANT VALLEY,NY,12569,Montefiore
Montefiore,1821800731,MONTEFIORE MEDICAL CENTER,Physical Therapist,222 E MIDDLE COUNTRY RD STE 226,SMITHTOWN,NY,11787,Montefiore
Montefiore,1104638014,MONTEFIORE MEDICAL CENTER,Physical Therapist,338 ROUTE 212 STE 3,SAUGERTIES,NY,12477,Montefiore
Montefiore,1043033145,MONTEFIORE MEDICAL CENTER,Physical Therapist,75 E GUN HILL RD,BRONX,NY,10467,Montefiore
Montefiore,1790547891,MONTEFIORE MEDICAL CENTER,Physical Therapist,3611 E TREMONT AVE,BRONX,NY,10465,Montefiore
Montefiore,1376380832,MONTEFIORE MEDICAL CENTER,Physical Therapist,260 NORTH ST,NEWBURGH,NY,12550,Montefiore
Montefiore,1922845478,MONTEFIORE MEDICAL CENTER,Physical Therapist,94 CLOWES AVE,GOSHEN,NY,10924,Montefiore
Montefiore,1811153703,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",4350 VAN CORTLANDT PARK E,BRONX,NY,10470,Montefiore
Montefiore,1972849925,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Oncology",50 GUION PL,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1558510032,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Primary Care",600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1104170307,MONTEFIORE MEDICAL CENTER,General Practice,150 LOCKWOOD AVE,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1942636774,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",1110 BOSTON RD,BRONX,NY,10456,Montefiore
Montefiore,1831461847,MONTEFIORE MEDICAL CENTER,Case Management,100 CORPORATE DR,YONKERS,NY,10701,Montefiore
Montefiore,1699287920,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",1002 TELLER AVE,BRONX,NY,10456,Montefiore
Montefiore,1902392749,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",1600 WEBSTER AVENUE,BRONX,NY,10457,Montefiore
Montefiore,1952547606,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Primary Care",3544 JEROME AVE,BRONX,NY,10467,Montefiore
Montefiore,1962704650,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,1250 WATERS PL,BRONX,NY,10461,Montefiore
Montefiore,1992072839,MONTEFIORE MEDICAL CENTER,"General Acute Care Hospital, Women",600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1194183715,MONTEFIORE MEDICAL CENTER,"Pharmacy, Community/Retail Pharmacy",111 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1366924391,MONTEFIORE MEDICAL CENTER,Clinic/Center,970 N BROADWAY,YONKERS,NY,10701,Montefiore
Montefiore,1306286190,MONTEFIORE MEDICAL CENTER,"Counselor, Mental Health",2527 GLEBE AVE,BRONX,NY,10461,Montefiore
Montefiore,1003990763,MONTEFIORE MEDICAL CENTER,Internal Medicine,1500 ASTOR AVE,BRONX,NY,10469,Montefiore
Montefiore,1245576388,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Oncology",984 N BROADWAY,YONKERS,NY,10701,Montefiore
Montefiore,1437545522,MONTEFIORE MEDICAL CENTER,Clinic/Center,175 MEMORIAL HWY,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1275204364,MONTEFIORE MEDICAL CENTER,Physical Therapist,96-14B METROPOLITAN AVE STE 1,FOREST HILLS,NY,11375,Montefiore
Montefiore,1437348455,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",1510 WATERS PLACE,BRONX,NY,10461,Montefiore
Montefiore,1124988530,MONTEFIORE MEDICAL CENTER,Physical Therapist,2257 ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,10027,Montefiore
Montefiore,1871453282,MONTEFIORE MEDICAL CENTER,Physical Therapist,8 N BROADWAY,YONKERS,NY,10701,Montefiore
Montefiore,1912869116,MONTEFIORE MEDICAL CENTER,Physical Therapist,43 SPRING ST,SCHUYLERVILLE,NY,12871,Montefiore
Montefiore,1972430957,MONTEFIORE MEDICAL CENTER,Family Medicine,555 TAXTER RD # 302,ELMSFORD,NY,10523,Montefiore
Montefiore,1255664991,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,111 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1275739716,MONTEFIORE MEDICAL CENTER,Anesthesiology,111 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1477762631,MONTEFIORE MEDICAL CENTER,"General Acute Care Hospital, Women",1300 MORRIS PARK AVE,BRONX,NY,10461,Montefiore
Montefiore,1417214180,MONTEFIORE MEDICAL CENTER,Chronic Disease Hospital,111 EAST 210 STREET,BRONX,NY,10467,Montefiore
Montefiore,1861837585,MONTEFIORE MEDICAL CENTER,Clinic/Center,3544 JEROME AVE,BRONX,NY,10467,Montefiore
Montefiore,1881972065,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,111 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1306239082,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,27 MAPLE DR,GREAT NECK,NY,11021,Montefiore
Montefiore,1649628074,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,110 EAST 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1265591168,MONTEFIORE MEDICAL CENTER,Home Health,1 FORDHAM PLZ RM 1100,BRONX,NY,10458,Montefiore
Montefiore,1053098509,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Occupational Medicine",657 E MAIN ST STE 3,MOUNT KISCO,NY,10549,Montefiore
Montefiore,1497940670,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",3340 BAINBRIDGE AVENUE,BRONX,NY,10467,Montefiore
Montefiore,1548944879,MONTEFIORE MEDICAL CENTER,Occupational Therapist,775 PARK AVE,HUNTINGTON,NY,11743,Montefiore
Montefiore,1356665426,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",1425 WALTON AVE,BRONX,NY,10452,Montefiore
Montefiore,1508940297,MONTEFIORE MEDICAL CENTER,"Internal Medicine, Cardiovascular Disease",150 WHITE PLAINS RD,TARRYTOWN,NY,10591,Montefiore
Montefiore,1336390814,MONTEFIORE MEDICAL CENTER,Psychiatric Unit,111 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1407194020,MONTEFIORE MEDICAL CENTER,"Internal Medicine, Cardiovascular Disease",4256 BRONX BLVD,BRONX,NY,10466,Montefiore
Montefiore,1609188770,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Rehabilitation",3199 BAINBRIDGE AVE,BRONX,NY,10467,Montefiore
Montefiore,1093971988,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Primary Care",3250 WESTCHESTER AVE,BRONX,NY,10461,Montefiore
Montefiore,1205110038,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Dental",5500 BROADWAY,BRONX,NY,10463,Montefiore
Montefiore,1699930974,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Primary Care",4170 BRONX BLVD,BRONX,NY,10466,Montefiore
Montefiore,1255660148,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Urgent Care",2300 WESTCHESTER AVE,BRONX,NY,10462,Montefiore
Montefiore,1538243209,MONTEFIORE MEDICAL CENTER,,3219 E TREMONT AVE,BRONX,NY,10461,Montefiore
Montefiore,1972821502,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,3351 STEUBEN AVE,BRONX,NY,10467,Montefiore
Montefiore,1215183611,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",4141 CARPENTER AVE,BRONX,NY,10466,Montefiore
Montefiore,1023362449,MONTEFIORE MEDICAL CENTER,Plastic Surgery,100 CORPORATE DR,YONKERS,NY,10701,Montefiore
Montefiore,1417114497,MONTEFIORE MEDICAL CENTER,Internal Medicine,495 CENTRAL PARK AVE,SCARSDALE,NY,10583,Montefiore
Montefiore,1245467455,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Multi-Specialty",150 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1639332877,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,100 CORPORATE DR,YONKERS,NY,10701,Montefiore
Montefiore,1700372687,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",456 WHITE PLAINS RD,BRONX,NY,10473,Montefiore
Montefiore,1265876346,MONTEFIORE MEDICAL CENTER,Clinic/Center,73 MARKET ST,YONKERS,NY,10710,Montefiore
Montefiore,1528803285,MONTEFIORE MEDICAL CENTER,Physical Therapist,219 BLOOMING GROVE TPKE,NEW WINDSOR,NY,12553,Montefiore
Montefiore,1124841218,MONTEFIORE MEDICAL CENTER,Physical Therapist,78 BROOKSIDE AVE STE 144,CHESTER,NY,10918,Montefiore
Montefiore,1912720004,MONTEFIORE MEDICAL CENTER,Physical Therapist,2531 ROUTE 52 STE 2,HOPEWELL JUNCTION,NY,12533,Montefiore
Montefiore,1790508893,MONTEFIORE MEDICAL CENTER,Physical Therapist,20 WALNUT ST STE B,MONTGOMERY,NY,12549,Montefiore
Montefiore,1013730118,MONTEFIORE MEDICAL CENTER,Physical Therapist,855 FRANKLIN AVE,THORNWOOD,NY,10594,Montefiore
Montefiore,1659194751,MONTEFIORE MEDICAL CENTER,Physical Therapist,4 WESTCHESTER PARK DR STE 315,WHITE PLAINS,NY,10604,Montefiore
Montefiore,1376366476,MONTEFIORE MEDICAL CENTER,Physical Therapist,1111 MONTAUK HWY STE 2-2,WEST ISLIP,NY,11795,Montefiore
Montefiore,1235947128,MONTEFIORE MEDICAL CENTER,Physical Therapist,1450 ROUTE 208,WALLKILL,NY,12589,Montefiore
Montefiore,1013723402,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",75 W 205TH ST,BRONX,NY,10468,Montefiore
Montefiore,1760646996,MONTEFIORE MEDICAL CENTER,General Acute Care Hospital,111 E 210TH ST,BRONX,NY,10467,Montefiore
Montefiore,1801507322,MONTEFIORE MEDICAL CENTER,Physical Therapist,2 CROSFIELD AVE,WEST NYACK,NY,10994,Montefiore
Montefiore,1073236261,MONTEFIORE MEDICAL CENTER,"Internal Medicine, Cardiovascular Disease",435 W 31ST ST STE 30,NEW YORK,NY,10001,Montefiore
Montefiore,1124738091,MONTEFIORE MEDICAL CENTER,Physical Therapist,10 WALDRON AVE,NYACK,NY,10960,Montefiore
Montefiore,1457406621,MONTEFIORE MEDICAL CENTER,Home Health,1 FORDHAM PLZ,BRONX,NY,10458,Montefiore
Montefiore,1316412513,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health","1600 WEBSTER AVENUE, ROOM 108",BRONX,NY,10457,Montefiore
Montefiore,1508520206,MONTEFIORE MEDICAL CENTER,Physical Therapist,2209 MERRICK RD STE 206A,MERRICK,NY,11566,Montefiore
Montefiore,1003570706,MONTEFIORE MEDICAL CENTER,Physical Therapist,2 VICTORY CT,NEWBURGH,NY,12550,Montefiore
Montefiore,1962166678,MONTEFIORE MEDICAL CENTER,Physical Therapist,25 LIBERTY SQUARE MALL STE 1,STONY POINT,NY,10980,Montefiore
Montefiore,1487325585,MONTEFIORE MEDICAL CENTER,Physical Therapist,411 THEODORE FREMD AVE STE 104,RYE,NY,10580,Montefiore
Montefiore,1083385173,MONTEFIORE MEDICAL CENTER,Physical Therapist,88 ASHFORD AVE STE 101,DOBBS FERRY,NY,10522,Montefiore
Montefiore,1922779016,MONTEFIORE MEDICAL CENTER,Physical Therapist,1250 WATERS PL STE 501A,BRONX,NY,10461,Montefiore
Montefiore,1447059316,MONTEFIORE MEDICAL CENTER,"Clinic/Center, Student Health",275 HARLEM RIVER PARK BRG,BRONX,NY,10453,Montefiore
Montefiore,1659183549,MONTEFIORE MEDICAL CENTER,Physical Therapist,170 N MAIN ST UNIT 8,NEW CITY,NY,10956,Montefiore
Montefiore,1225838709,MONTEFIORE MEDICAL CENTER,Physical Therapist,42 SARATOGA RD,SCOTIA,NY,12302,Montefiore
Montefiore,1043010523,MONTEFIORE MEDICAL CENTER,Physical Therapist,12 MALL WAY STE 7,WEST SAND LAKE,NY,12196,Montefiore
Montefiore,1457235087,MONTEFIORE MEDICAL CENTER,"Dentist, General Practice",3020 WESTCHESTER AVE STE 200,PURCHASE,NY,10577,Montefiore
Montefiore,1952291098,MONTEFIORE MEDICAL CENTER,Physical Therapist,22 JERICHO TPKE STE 107,MINEOLA,NY,11501,Montefiore
Montefiore,1578453817,MONTEFIORE MEDICAL CENTER,Physical Therapist,3867 E TREMONT AVE,BRONX,NY,10465,Montefiore
Montefiore,1053293332,MONTEFIORE MEDICAL CENTER,Physical Therapist,13 FORESTER AVE STE 3,WARWICK,NY,10990,Montefiore
Montefiore,1629938030,MONTEFIORE MEDICAL CENTER,Physical Therapist,837 WASHINGTON AVE STE 1B,BRONX,NY,10451,Montefiore
Montefiore,1497605018,MONTEFIORE MEDICAL CENTER,Physical Therapist,164 ROCKLAND PLZ UNIT 1,NANUET,NY,10954,Montefiore
Montefiore,1366113466,MONTEFIORE MEDICAL CENTER,Physical Therapist,303 S BROADWAY STE 101,TARRYTOWN,NY,10591,Montefiore
Montefiore,1760288278,MONTEFIORE MEDICAL CENTER,Family Medicine,2633 BROADWAY,NEW YORK,NY,10025,Montefiore
Montefiore,1811013824,MONTEFIORE MEDICAL CENTER JACK D WEILER HOSPITAL,"Pharmacy, Institutional Pharmacy",1825 EASTCHESTER RD,BRONX,NY,10461,Montefiore
Montefiore,1720219231,MONTEFIORE MEDICAL CENTER NORTH DIVISION,General Acute Care Hospital,600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1679850440,MONTEFIORE MEDICAL CENTER NORTH DIVISION,General Acute Care Hospital,4401 BRONX BLVD,BRONX,NY,10470,Montefiore
Montefiore,1497900211,MONTEFIORE MEDICAL CENTER NORTH DIVISION,"General Acute Care Hospital, Critical Access",21 FAIRVIEW AVE APT 722,TUCKAHOE,NY,10707,Montefiore
Montefiore,1790920734,MONTEFIORE MEDICAL CENTER NORTH DIVISION,"General Acute Care Hospital, Critical Access",600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1205963972,MONTEFIORE MEDICAL CENTER-MONTEFIORE PHARMACY,"Pharmacy, Community/Retail Pharmacy",3444 KOSSUTH AVE,BRONX,NY,10467,Montefiore
Montefiore,1881909406,MONTEFIORE MEDICAL CENTER-NORTH,Long Term Care Hospital,600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1083928238,MONTEFIORE MEDICAL CENTER-NORTH,General Acute Care Hospital,600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1609007160,MONTEFIORE MEDICAL CENTER-NORTH DIVISION,General Acute Care Hospital,549 E 234TH ST,BRONX,NY,10470,Montefiore
Montefiore,1942580840,MONTEFIORE MEDICAL GROUP,"Clinic/Center, Primary Care",2300 WESTCHESTER AVE,BRONX,NY,10462,Montefiore
Montefiore,1306990478,MONTEFIORE MEDICAL PARK,"Clinic/Center, Radiology, Mobile",1625 POPLAR ST,BRONX,NY,10461,Montefiore
Montefiore,1306260211,MONTEFIORE MOUNT VERNON HOSPITAL,General Acute Care Hospital,12 N 7TH AVE,MOUNT VERNON,NY,10550,Montefiore
Montefiore,1013345065,MONTEFIORE MOUNT VERNON HOSPITAL,General Acute Care Hospital,12 N 7TH AVE,MOUNT VERNON,NY,10550,Montefiore
Montefiore,1992131320,MONTEFIORE MOUNT VERNON HOSPITAL,General Acute Care Hospital,12 N 7TH AVE,MOUNT VERNON,NY,10550,Montefiore
Montefiore,1669897567,MONTEFIORE NEW ROCHELLE,General Practice,490 PELHAM RD,NEW ROCHELLE,NY,10805,Montefiore
Montefiore,1578071981,MONTEFIORE NEW ROCHELLE,Specialist,1214 PELHAM PKWY S,BRONX,NY,10461,Montefiore
Montefiore,1376083055,MONTEFIORE NEW ROCHELLE,General Practice,2365 BOSTON POST RD,LARCHMONT,NY,10538,Montefiore
Montefiore,1144687617,MONTEFIORE NEW ROCHELLE,Clinic/Center,100 STEVENS AVE FL 7,MOUNT VERNON,NY,10550,Montefiore
Montefiore,1245052448,MONTEFIORE NEW ROCHELLE,Obstetrics & Gynecology,1214 PELHAM PKWY S,BRONX,NY,10461,Montefiore
Montefiore,1255781969,MONTEFIORE NEW ROCHELLE,"Internal Medicine, Cardiovascular Disease",2365 BOSTON POST RD,LARCHMONT,NY,10538,Montefiore
Montefiore,1245654656,MONTEFIORE NEW ROCHELLE HOSPITAL,General Practice,830 PELHAMDALE AVE,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1477976264,MONTEFIORE NEW ROCHELLE HOSPITAL,General Acute Care Hospital,110 LOCKWOOD AVE,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1932523479,MONTEFIORE NEW ROCHELLE HOSPITAL,General Practice,140 LOCKWOOD AVE,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1720414154,MONTEFIORE NEW ROCHELLE HOSPITAL,General Acute Care Hospital,16 GUION PL,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1033534268,MONTEFIORE NEW ROCHELLE HOSPITAL,"Internal Medicine, Medical Oncology",26 WASHINGTON AVENUE,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1578385795,MONTEFIORE NEW ROCHELLE HOSPITAL,Skilled Nursing Facility,101 GLOVER JOHNSON PL,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1497179303,MONTEFIORE NEW ROCHELLE HOSPITAL,General Acute Care Hospital,16 GUION PL,NEW ROCHELLE,NY,10801,Montefiore
Montefiore,1295163244,MONTEFIORE NEW ROCHELLE HOSPITAL,General Acute Care Hospital,100 CORPORATE DR,YONKERS,NY,10701,Montefiore
Montefiore,1093138885,MONTEFIORE NEW ROCHELLE HOSPITAL,General Practice,4773 BOSTON POST RD,PELHAM,NY,10803,Montefiore
Montefiore,1790108439,MONTEFIORE NEW ROCHELLE HOSPITAL,General Practice,2157 TOMLINSON AVE,BRONX,NY,10461,Montefiore
Montefiore,1154606077,MONTEFIORE NORTH,Student in an Organized Health Care Education/Training Program,600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1992019343,MONTEFIORE NORTH,General Acute Care Hospital,600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1689989873,MONTEFIORE NORTH,General Acute Care Hospital,600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1144228099,MONTEFIORE NORTH AMBULATORY CARE CENTER INC,"Clinic/Center, Community Health",4234 BRONX BLVD,BRONX,NY,10466,Montefiore
Montefiore,1093098758,MONTEFIORE NORTH DIVISION,Student in an Organized Health Care Education/Training Program,600 E 233RD ST,BRONX,NY,10466,Montefiore
Montefiore,1073881835,MONTEFIORE NYACK HOSPITAL,"Psychiatry & Neurology, Neurology",160 N MIDLAND AVE,NYACK,NY,10960,Montefiore
Montefiore,1538180559,MONTEFIORE NYACK HOSPITAL,Home Health,17 SQUADRON BLVD,NEW CITY,NY,10956,Montefiore
Montefiore,1922405190,MONTEFIORE NYACK HOSPITAL,Psychiatric Unit,160 N MIDLAND AVE,NYACK,NY,10960,Montefiore
Montefiore,1104808062,MONTEFIORE NYACK HOSPITAL,General Acute Care Hospital,160 N MIDLAND AVE,NYACK,NY,10960,Montefiore
Montefiore,1679044002,MONTEFIORE NYACK HOSPITAL,General Acute Care Hospital,160 N MIDLAND AVE,NYACK,NY,10960,Montefiore
Montefiore,1538595962,SCHAFFER EXTENDED CARE CENTER,Skilled Nursing Facility,16 GUION PL,NEW ROCHELLE,NY,10801,Montefiore
New York Presbyterian,1811189814,NEW YORK PRESBYTERIAN,General Acute Care Hospital,177 FORT WASHINGTON AVE,NEW YORK,NY,10032,NYP
New York Presbyterian,1871812206,NEW YORK PRESBYTERIAN,Clinical Medical Laboratory,525 E 68TH ST,NEW YORK,NY,10065,NYP
New York Presbyterian,1972645265,NEW YORK PRESBYTERIAN,General Acute Care Hospital,525 E 68TH ST,NEW YORK,NY,10021,NYP
